x y
-15 -5.38458166943201e-15
-13.5 -1.5
-10.4999999997167 -3.00000000014166
-5.99999999988037 -4.50000000007465
7.63611396337183e-12 -6.00000000003732
7.50000000004605 -7.50000000003759
15 -8.75000000002356
15 -3.99680288865056e-15
13.5 1.50000000000001
10.499999999977 3.00000000001149
5.99999999989579 4.50000000003305
-5.46247491683971e-11 6.00000000001652
-7.50000000017194 7.50000000003668
-15 8.75000000000151
-15 -5.38458166943201e-15
